ID,Category,Subcategory,Topic,Content,Keywords
71,Field Craft,Tracking,Basic Tracking Skills,"Tracking is following a person or animal through terrain by reading signs. Track types: footprints (note tread pattern, depth indicating load carried, stride length indicating pace), crushed vegetation, broken branches, disturbed soil, blood spoor. Age of tracks: fresh tracks have sharp edges, moist soil, no insect activity within the track; older tracks have weathered edges, dried appearance. Gait analysis: normal walk shows alternating left-right prints; running shows longer stride and toe-dig; injured person may drag a foot. Counter-tracking: walk on hard surfaces, step on stones, backtrack then change direction, walk in water.",tracking,footprint,spoor,signs,vegetation,blood trail,counter-tracking,jungle,reconnaissance,fieldcraft
72,Field Craft,Concealment,Hide Construction,"A hide is a concealed position for long-duration observation or sniping. Construction principles: site must have clear observation of target area, covered approach route, concealed exit route (different from entry). Types: scrape (quick, shallow depression), shell scrape (deeper, provides ballistic protection), deep hide (for multi-day occupation — includes overhead cover, sleeping area, waste management). Waste management in hide: all food waste, human waste must be bagged and removed — smell reveals position. Entry and exit: only in darkness, same approach route used to avoid creating visible track. Maintain routine to avoid silhouette against light.",hide,observation post,sniper,concealment,scrape,camouflage,long-duration,waste management,entry exit,reconnaissance
73,Field Craft,Navigation,Night Navigation,"Night navigation is significantly more challenging than day navigation. Techniques: pace counting (know how many paces equal 100m for you — typically 62-66 double paces on flat ground), use of stars (Polaris/North Star is a fixed reference), handrails (linear features — roads, rivers, ridgelines — followed to a destination), attack points (obvious features near objective used as final navigation reference). Reduced speed: night navigation should be planned at 1/3 daytime speed. Red light torches preserve night vision (takes 20-30 minutes for eyes to fully adapt to darkness). NVDs impair depth perception — move slowly and deliberately.",night navigation,pace counting,Polaris,North Star,handrail,attack point,night vision,darkness,fieldcraft,navigation
74,Field Craft,River Crossing,River Crossing Techniques,"River crossings are dangerous — more soldiers historically have died crossing rivers than in many battles. Assessment: check current speed (throw a stick — fast current = dangerous), depth (probe with pole), banks (steep banks indicate fast deep water), crossing point (widest = shallowest and slowest). Techniques: individual crossing — face upstream, lean on pole, move at 45° downstream angle, unclip pack straps and loosen boots before crossing. Group crossing: line abreast facing upstream, hands on each other's shoulders for stability. Never cross in darkness unless operationally essential. If swept away: float on back, feet downstream to fend off rocks.",river crossing,water obstacle,current,crossing technique,pack,survival,fieldcraft,infantry,monsoon,obstacle crossing
75,Weapons,Grenades,Hand Grenade Types and Employment,"Indian Army uses several grenade types. HE Fragmentation (36M): delay fuze 4-5 seconds, lethal radius 10m, danger area 100m, used against personnel in the open and in buildings. Smoke (L83): used for concealment and signalling. White Phosphorus (WP): incendiary and smoke, causes severe burns, burns underwater, used to clear bunkers and create smoke screens. Throwing technique: straighten pin (do not pull with finger — use thumb), firm grip, throw like a cricket ball, take cover immediately. Never cook a grenade (hold it before throwing to reduce reaction time — training accidents result). In confined spaces: stairwells and corridors create lethal overpressure.",grenade,hand grenade,36M,fragmentation,smoke,white phosphorus,WP,fuze,throwing technique,close quarter battle
76,Weapons,Grenades,Grenade Launcher - UBGL,"The Under Barrel Grenade Launcher (UBGL) is attached to the INSAS or AK-203 rifle, firing 40mm grenades. Effective range: 150-300m. Minimum safe range: 30m (grenades arm after a certain spin count — will not explode if fired too close). Types of 40mm rounds: HE (fragmentation), smoke, illumination, rubber baton (riot control). The UBGL gives a rifle section indirect fire capability at section level. Loading: break open launcher, insert round, close — the trigger is separate from the rifle trigger. Point of aim: use the ladder sight, adjust for range. Clearance: treat a misfired round with extreme caution — wait 30 seconds, remove carefully.",UBGL,grenade launcher,40mm,under barrel,INSAS,indirect fire,section level,HE,smoke,baton round
77,Weapons,Anti-Armour,Nag ATGM System,"The Nag is India's indigenous third-generation fire-and-forget Anti-Tank Guided Missile. Guidance: imaging infrared (IIR) seeker — locks onto heat signature of tank before launch and tracks autonomously (true fire and forget). Warhead: tandem HEAT — defeats ERA (Explosive Reactive Armour). Variants: Nag (ground launched from NAMICA vehicle), Helina/Dhruvastra (helicopter launched from HAL Rudra and LCH). Range: ground variant 0.5-4km, helicopter variant 7-10km. The missile can attack tank top armour (most vulnerable) in top-attack mode. Successfully completed development trials; induction into Indian Army ongoing.",Nag,ATGM,anti-tank,fire and forget,IIR,HEAT,ERA,NAMICA,Helina,Dhruvastra
78,Weapons,Anti-Armour,Spike ATGM,"The Spike ATGM is an Israeli missile system procured by India for infantry anti-armour capability. Variants: Spike-SR (short range, 800m), Spike-MR (medium range, 2.5km), Spike-LR (long range, 4km), Spike-ER (extended range, 8km). Guidance: electro-optical/infrared — man in the loop guidance allows operator to redirect missile in flight and abort if civilians detected. Tandem HEAT warhead defeats all known tank armour. Can be fired from shoulder, vehicle, or helicopter. India procured Spike-MR for infantry units and Spike-LR for helicopters. Advantage over older wire-guided systems: fire and steer, not fire and forget — greater targeting flexibility.",Spike,ATGM,Israeli,anti-tank,Spike-MR,Spike-LR,electro-optical,man in the loop,infantry,anti-armour
79,Weapons,Air Defence,MANPADS - Igla and Mistral,"Man-Portable Air Defence Systems (MANPADS) provide infantry units with protection against low-flying aircraft and helicopters. Indian Army uses Igla-S (Russian) and Mistral (French). Igla-S: infrared heat-seeking, range 6km, altitude up to 3.5km, all-aspect engagement capability. Mistral: radar proximity fuze, range 6km, high agility for engaging fast jets. Employment: minimum two launchers per engagement (to counter evasive action), predict aircraft position (lead the target), verify identification before firing (IFF — Identification Friend or Foe is critical). Avoid using near own aircraft corridors. Backblast: minimum 25m clearance behind launcher.",MANPADS,Igla,Mistral,air defence,infrared,heat seeking,helicopter,low flying aircraft,IFF,man portable
80,Weapons,Artillery,Bofors FH77B Howitzer,"The Bofors FH77B 155mm howitzer is one of the most effective artillery pieces in Indian Army service. Range: 30km with extended range ammunition, 40km+ with Excalibur GPS-guided rounds. Rate of fire: burst 3 rounds in 8 seconds, sustained 2-3 rpm. Crew: 8-10 soldiers. Accuracy: the Bofors was decisive in the 1999 Kargil War — its ability to fire at high angles allowed it to engage Pakistani positions on reverse slopes of very high peaks. Counter-battery fire: the Bofors' survivability comes from rapid displacement after firing (shoot and scoot). Ammunition types: HE, smoke, illumination, Cargo (sub-munitions), Excalibur precision.",Bofors,FH77B,155mm,howitzer,artillery,Kargil,range,counter-battery,shoot and scoot,Excalibur
81,Weapons,Artillery,Pinaka Multi-Barrel Rocket System,"Pinaka is India's indigenous multi-barrel rocket system (MBRS), equivalent to the Russian BM-21 Grad or US MLRS. A battery of 6 Pinaka launchers can fire 72 rockets in 44 seconds. Mark I: range 37.5km. Mark II: range 65km. Mark III (guided): range 75km+ with GPS/INS guidance. Warhead types: HE, incendiary, anti-tank sub-munitions, mine-laying. Pinaka is highly mobile — mounted on Tatra truck. Used for area saturation, counter-battery, and deep interdiction missions. Inducted into Indian Army and operated by artillery regiments. Exported to Armenia (used in Nagorno-Karabakh conflict).",Pinaka,MBRS,multi-barrel rocket,artillery,rocket system,area fire,saturation,guided,Mark II,Mark III
82,Technical,Engineering,Combat Engineering Fundamentals,"Combat engineers (Sappers in Indian Army — Corps of Engineers) support infantry with: mobility (breaching obstacles, building bridges), counter-mobility (minefield laying, demolitions), survivability (field fortifications, bunker construction). Bangalore torpedo: metal tube filled with explosive, used to breach wire obstacles and clear mine lanes — sections pushed together and detonated. Demolitions: C4 plastic explosive — 1.5x more powerful than TNT by weight, shaped charges for cutting steel, cratering charges for denying roads. Mine marking: standard mine markers must be clearly visible from standing height. Never remove markers.",Sapper,combat engineer,bridge,demolitions,C4,Bangalore torpedo,minefield,obstacle,Corps of Engineers,fortification
83,Technical,Engineering,Field Fortification,"A well-constructed field fortification can multiply the fighting power of a small unit. Shell scrape: individual protection from direct fire and shell fragments, dug quickly (30-45 minutes for two soldiers). Fire trench: deeper than shell scrape, allows fighting while remaining protected, headcover added. Sandbag construction: each layer offset by half a bag from layer below (stretcher bond), minimum 4 layers for protection from small arms, 8 layers for mortar fragments. Overhead cover requires minimum 30cm compacted earth over timber supports to stop mortar fragments. Drainage: all trenches must drain or they fill with rainwater during monsoon.",fortification,trench,sandbag,shell scrape,field engineering,overhead cover,bunker,fire trench,protection,digging
84,Technical,Engineering,Minefield Breaching,"Anti-tank and anti-personnel minefields must be breached for attacking forces to pass through. Methods: manual (prodding with bayonet at 30° angle every 10cm — slow but reliable), mechanical (mine roller or flail attachment on vehicles), explosive (Bangalore torpedo or line charge). Minefield recording: record mine type, location (grid and distance from markers), density, and fuze type. Gaps in a minefield must be minimum 8m wide for vehicles, 2m wide for infantry. Mark breached lanes clearly with tape or pickets. When in doubt — probe. A missed mine can kill an entire section. Mine-awareness training is mandatory.",minefield,mine,breaching,Bangalore torpedo,prodding,anti-tank mine,anti-personnel mine,lane marking,Corps of Engineers,field engineering
85,Technical,Signals,Electronic Warfare Awareness,"Electronic Warfare (EW) involves three elements: Electronic Surveillance (ES — listening to enemy signals), Electronic Attack (EA — jamming enemy communications), Electronic Protection (EP — protecting own signals). Signs of enemy jamming: sudden increase in noise/static on radio, unable to communicate on usual frequency. Counter-jamming: change frequency (frequency hopping radios do this automatically), increase power, reposition antenna, use alternate communication means (messenger, signal panels). EMCON (Emission Control): strict radio silence to deny enemy signals intelligence. Mobile phones emit radio signals continuously — a significant SIGINT vulnerability even when not making calls.",electronic warfare,EW,jamming,EMCON,signals intelligence,SIGINT,frequency hopping,radio,emission control,communications security
86,Technical,Signals,Field Telephone and Wire Communications,"Field telephone systems provide secure communication without the radio emission vulnerability. D-10 field cable can be run up to 5km per reel. Wire laying: run along one side of the road, mark clearly to prevent vehicle damage, cross roads underground if possible. Telephone exchange (field): connects multiple lines. Code: all positions and persons referred to by codename — never use real names or locations on field telephone. Advantages over radio: cannot be intercepted by direction-finding equipment, no frequency allocation needed, no battery-critical radio required. Disadvantage: wire can be cut by enemy, takes time to lay.",field telephone,wire communication,D-10 cable,code name,signals,communications,telephone exchange,SIGINT,wire laying,field signals
87,Technical,UAV,Drone Awareness and Counter-Drone,"Unmanned Aerial Vehicles (UAVs) are now common in modern warfare including the India-Pakistan and India-China contexts. Indian Army uses: Heron (strategic surveillance), Searcher Mk II (tactical surveillance), Rustom-2 (MALE UAV under development), small quadcopters for section-level reconnaissance. Enemy drone threats: quadcopters for surveillance, fixed-wing for strike. Signs of enemy drone: buzzing sound (quadcopter), thermal signature on NVDs, visual sighting. Counter-drone measures: electronic jamming (disrupts GPS control link), kinetic (shooting — requires permission), net guns (for small drones). Always report unidentified aerial objects. Avoid using mobile phones or active radios when drone is suspected overhead.",UAV,drone,Heron,Searcher,Rustom,quadcopter,counter-drone,jamming,reconnaissance,surveillance
88,Technical,Cyber,Cyber and Information Security,"Cyber threats to soldiers in the field include: social engineering (fake contacts on social media gathering operational information), phishing (fake emails/messages with malicious links), SIM cloning (mobile number duplicated to intercept calls). Operational security on social media: never post unit movements, troop positions, equipment details, or deployment timings. Even seemingly harmless photos can reveal location through metadata and background details. Password security: strong passwords (12+ characters, mix of types), never share passwords, change regularly. Official communication only through secured government networks. Report suspicious digital activity to the unit signals officer immediately.",cyber security,information security,OPSEC,social media,phishing,SIM cloning,metadata,password,signals officer,digital security
89,Tactical,Special Forces,Para Special Forces Overview,"The Para Special Forces (Para SF) are India's elite special operations forces, drawn from the Parachute Regiment. Selection: gruelling probation course with very high attrition rate — candidates must complete a long-distance solo navigation exercise with minimal rations. Roles: direct action, special reconnaissance, hostage rescue, counter-terrorism, foreign internal defence. Units: 1 Para SF, 2 Para SF, 3 Para SF, 4 Para SF, 9 Para SF, 10 Para SF, 21 Para SF. Para SF conducted Operation Sunrise cross-border strikes in Myanmar (2015) and surgical strikes across LOC in Pakistan (2016). Equipped with: Glock 17, M4 carbine, SIG716, various specialist weapons.",Para SF,special forces,Parachute Regiment,selection,direct action,counter-terrorism,surgical strikes,LOC,Myanmar,elite forces
90,Tactical,Special Forces,MARCOS - Marine Commandos,"MARCOS (Marine Commandos) are the Indian Navy's special operations force, considered among India's most elite units. Selection process lasts 3 years. Roles: maritime counter-terrorism, underwater demolition, ship seizure, beach reconnaissance, anti-piracy. Training: HALO/HAHO parachuting, combat diving, close quarter battle, VBSS (Visit Board Search and Seizure). MARCOS were deployed in the 2008 Mumbai attacks (26/11) — cleared terrorists from the boat MV Kuber and assisted in other operations. Equipped with: Tavor TAR-21, MP5, HK33, underwater weapons, various diving equipment. The MARCOS motto is 'The Few, The Fearless'.",MARCOS,marine commandos,Navy,special forces,maritime,counter-terrorism,26/11,Mumbai attacks,VBSS,diving
91,Tactical,Special Forces,Garud Commando Force,"The Garud Commando Force is the Indian Air Force's special operations unit. Primary roles: airfield seizure and defence, CSAR (Combat Search and Rescue) of downed pilots, counter-terrorism at air force bases, and support to other special operations. Selection is highly competitive, drawing from existing IAF personnel. Training includes airborne operations, combat diving, close quarter battle, SERE (Survival, Evasion, Resistance, Escape). Garud units are permanently positioned at key IAF bases for airfield defence. During the 2019 Balakot air strikes, Garud units were on standby for CSAR operations in case any IAF pilot was downed in Pakistani territory.",Garud,IAF,Indian Air Force,special forces,CSAR,airfield,counter-terrorism,Balakot,SERE,commando
92,Tactical,Logistics,Combat Logistics and Supply Chain,"Logistics in the Indian Army follows the principle: 'Amateurs talk strategy, professionals talk logistics.' Supply classes: Class I (food and water), Class II (clothing and equipment), Class III (fuel and lubricants), Class IV (construction materials), Class V (ammunition), Class VIII (medical supplies). Ammunition resupply: units maintain a basic load (day of fire) and are resupplied based on consumption. High-altitude resupply: Siachen posts receive supplies primarily by helicopter (Cheetah and ALH Dhruv) as road access is impossible. Air maintenance (air dropping) used when helicopter landing is not possible. Water forward to troops in desert and high altitude is a critical logistics task.",logistics,supply chain,ammunition,resupply,Class I,Class V,Siachen,helicopter,air maintenance,airdrop
93,Tactical,Logistics,Field Cooking and Water Resupply,"In forward areas, soldiers may need to cook their own food using field cooking sets. Importance of hot meals for morale — Unit commanders are responsible for ensuring troops receive hot food when operationally possible. Water resupply: reverse osmosis water purification units (ROWPU) can purify 1,500 litres per hour from any water source — unit level capability. Jerrycan discipline: fuel and water jerrycans are different colours — never mix them. Forward water points: established as close to troops as possible. In desert operations (Rajasthan), water discipline is mission-critical — soldiers must carry minimum 4 litres. Camel-back hydration systems increasingly issued.",field cooking,water purification,ROWPU,jerrycan,hot meals,morale,desert,logistics,hydration,water point
94,Tactical,Fire Support,Artillery Fire Missions,"Calling for artillery fire is a critical skill. Fire mission format: Warning order ('Fire mission'), Target location (grid 6-8 digit), Target description, Method of engagement, Method of fire and control. Observer adjustments: the observer sees where the first round lands and adjusts: ADD (increase range), DROP (decrease range), LEFT/RIGHT (in metres), UP (elevation). Danger close: when friendly troops are within 600m of target (artillery) — must be declared explicitly. Lifting fire: 'LIFT' when friendly troops are about to assault through target area. Shifts: 'SHIFT, direction, distance'. Key principle: artillery kills through fragmentation — soldiers must be in cover during friendly artillery.",artillery,fire mission,FOO,forward observer,adjustment,danger close,fragmentation,fire support,grid,observer
95,Tactical,Fire Support,Close Air Support,"Close Air Support (CAS) is air-delivered fire in close proximity to friendly forces. Requesting CAS: pilot must know your position before target location (to avoid fratricide). 9-Line CAS brief: IP (Initial Point), Heading to target, Distance, Target elevation, Target description, Target location, Type mark (smoke, laser, IR strobe), Location of friendlies, Egress direction. Laser designation: laser target designator marks target for laser-guided bombs. Fratricide prevention: VS-17 signal panels, IR strobes (visible only on NVDs), coloured smoke. Minimum safe distance for CAS: depends on aircraft type and munition — coordinate with the pilot. Mark your position before calling CAS.",close air support,CAS,air support,9-line,fratricide,laser,IR strobe,VS-17,pilot,ground attack
96,Tactical,Counter-Terrorism,Hostage Rescue Principles,"Hostage rescue is one of the most dangerous military tasks. Principles: speed, surprise, and violence of action — hesitation costs lives. Phases: intelligence gathering, planning, rehearsal, insertion, assault, extraction. Assault: simultaneous entry through multiple points to prevent hostages being used as shields, achieve dominance in under 30 seconds. Shoot/no-shoot: positive identification of target before firing — hostages and terrorists will be mixed together in the dark and chaos. Flashbang (stun grenade) disorients occupants without lethal effect — 2-3 seconds of disorientation window. After assault: immediate medical aid to all casualties, account for all hostages.",hostage rescue,counter-terrorism,assault,stun grenade,flashbang,special forces,NSG,speed surprise,close quarter battle,extraction
97,Tactical,Counter-Terrorism,National Security Guard (NSG),"The National Security Guard (NSG) is India's premier federal counter-terrorism force, under Ministry of Home Affairs. Nicknamed 'Black Cats' for their black uniforms. Two elements: Special Action Group (SAG — military personnel on secondment) and Special Ranger Group (SRG — police personnel). Role: counter-terrorism, hostage rescue, VIP protection, IED disposal, aircraft hijacking response. NSG conducted Operation Black Tornado during 26/11 Mumbai attacks (2008) — clearing the Taj Hotel, Trident Hotel, and Nariman House. HQ: Manesar, Haryana, with hubs in Mumbai, Chennai, Kolkata, and Hyderabad. NSG also manages the National Bomb Data Centre.",NSG,National Security Guard,Black Cats,SAG,SRG,counter-terrorism,26/11,Mumbai,Black Tornado,hostage rescue
98,Technical,Aircraft,HAL Tejas Fighter Aircraft,"The HAL Tejas is India's indigenously developed light combat aircraft (LCA), inducted into the Indian Air Force in 2016. Engine: GE F404 (Mark 1), GE F414 (Mark 2 — more powerful). Speed: Mach 1.8. Weapons: R-73 AAM (dogfight), Derby/Astra BVR AAMs, bombs, rockets, gun (23mm twin-barrel). Fly-by-wire flight control system makes it inherently unstable for better agility. Mark 2 will have AESA radar, more powerful engine, air-to-air refuelling capability, and carrier suitability. The Navy variant (Tejas NMR) is under development for INS Vikrant. India is the 6th country to develop a supersonic fly-by-wire combat aircraft indigenously.",Tejas,LCA,HAL,fighter aircraft,Indian Air Force,GE F404,Mach 1.8,Astra,fly-by-wire,indigenous
99,Technical,Aircraft,HAL Dhruv Advanced Light Helicopter,"The HAL Advanced Light Helicopter (ALH) Dhruv is a twin-engine multi-role helicopter developed and manufactured indigenously by HAL. Variants: Dhruv (utility/transport), ALH-WSI Rudra (armed — guns, rockets, Helina missiles), LCH (Light Combat Helicopter — dedicated attack). Engine: Shakti (indigenous development of Turbomeca TM333). Speed: 290 km/h. Range: 350km. Ceiling: 6,000m (critical for high-altitude operations in Ladakh and Siachen). Dhruv operates in extreme conditions — has operated at altitudes exceeding 8,000m. Equipped with: EFIS glass cockpit, NVD-compatible lighting, flotation gear for maritime variant. Used extensively for CASEVAC in high-altitude postings.",Dhruv,ALH,HAL,helicopter,Rudra,LCH,Shakti engine,high altitude,CASEVAC,indigenous
100,Technical,Aircraft,Indian Air Force Fast Jets,"Indian Air Force operates several fast jet types. Su-30 MKI (primary air superiority fighter): twin-engine, supermaneuverable, range 3,000km, carries BrahMos-A air-launched cruise missile. Mirage 2000 (precision strike): laser-guided bombs, SCALP cruise missile — used in Balakot 2019 airstrikes. MiG-29 (fleet air defence): phased out and upgraded versions with Indian Navy (MiG-29K from INS Vikramaditya). Rafale (inducted 2020): Meteor BVR missile (range 100km+), SCALP cruise missile, SPECTRA electronic warfare suite — currently most capable IAF fighter. Jaguar (ground attack): being phased out. F-21 and MQ-9B under consideration for future induction.",Su-30 MKI,Mirage 2000,Rafale,MiG-29,fighter,Indian Air Force,IAF,Balakot,air superiority,ground attack
101,Technical,Naval,INS Vikrant Aircraft Carrier,"INS Vikrant (IAC-1) is India's first indigenously built aircraft carrier, commissioned in September 2022. Displacement: 45,000 tonnes (full load). Length: 262m. Aircraft capacity: up to 30 aircraft (MiG-29K fighters, Ka-31 AEW helicopters, MH-60R ASW helicopters, ALH Dhruv). STOBAR (Short Take-Off But Arrested Recovery) configuration — ski-jump for takeoff, arrestor wires for landing. Propulsion: 4 General Electric LM2500 gas turbines, 88MW total power, speed 28 knots. Manufactured at Cochin Shipyard. Steel hull made from Indian-produced DMR 249A special grade steel. Represents a major milestone in India's indigenous defence manufacturing.",INS Vikrant,aircraft carrier,IAC-1,MiG-29K,STOBAR,Cochin Shipyard,ski-jump,naval aviation,indigenous,Atmanirbhar
102,Technical,Naval,Indian Navy Submarines,"Indian Navy operates conventional and nuclear submarines. Conventional (diesel-electric): Kalvari class (6 Scorpene-type — French design, indigenous build at MDL Mumbai), Shishumar class (German Type 209, aging). Nuclear: INS Arihant (SSBN — ballistic missile submarine, carries K-15 SLBMs), INS Arighat (second SSBN commissioned 2024), INS Chakra (nuclear attack submarine — leased from Russia). Submarine stealth: extremely quiet, difficult to detect. Anti-Submarine Warfare (ASW) against them: P-8I Poseidon maritime patrol aircraft, helicopter sonobuoys, ship-mounted sonar, torpedoes. Future: 6 additional conventional submarines under P-75I project.",submarine,INS Arihant,SSBN,Kalvari,Scorpene,nuclear submarine,Chakra,P-8I,anti-submarine,naval warfare
103,General Knowledge,History,1971 War and Liberation of Bangladesh,"The 1971 war resulted in the creation of Bangladesh from East Pakistan. Indian Army launched a swift 13-day campaign (December 3-16, 1971) coordinated across four fronts. Key operations: capture of Dhaka, amphibious landing at Cox's Bazar, airborne assault by 2 Para Battalion at Tangail (one of India's few combat airborne operations). Pakistan's Eastern Command surrendered on December 16 — the largest military surrender since World War II (93,000 POWs). Indian Navy blockaded East Pakistan, INS Vikrant ensured no escape by sea. Chief of Army Staff: General S.H.F.J. Manekshaw (later promoted to Field Marshal). The war is studied as a model of joint operations.",1971 war,Bangladesh,Pakistan,Dhaka,surrender,Manekshaw,Field Marshal,joint operations,airborne,liberation
